Fruit,Quantity_kg,Price_per_kg_in_USD,Farmer_Name,Customer_Name
Grape,82,2.17,John Smith,Marcia Cunningham
Pear,142,2.99,John Smith,Anthony Tureson
Apple,89,2.44,John Smith,Thomas Meinke
Orange,,1.39,John Smith,Alan Platter
Banana,52,2.96,John Smith,Laura Garcia
Grape,86,1.45,John Smith,Teresa Copland
Pear,86,2.66,John Smith,Susan Wells
Apple,84,1.46,John Smith,Jean Raymond
Orange,118,2.62,John Smith,John Wade
Banana,137,2.05,John Smith,Denise Lee
Grape,129,1.69,John Smith,Paul Mayers
Pear,84,1.02,John Smith,Jake Gonzalez
Apple,109,1.44,John Smith,Rafael Dais
Orange,,1.87,John Smith,Debra Tyree
Banana,79,2.95,John Smith,Maureen Shalash
Grape,132,1.72,John Smith,Marilyn Colbert
Pear,,1.25,John Smith,Charlotte Hardage
Apple,149,1.19,John Smith,Beverly Griffin
Orange,88,1.52,John Smith,Virginia Schwenke
Banana,76,1.57,John Smith,Tommy Fitzgerald
Grape,109,1.21,John Smith,Richard Bautista
Pear,53,2.23,John Smith,Elsa Liesmann
Apple,87,1.55,John Smith,Angela Miller
Orange,123,2.9,John Smith,Matthew Emerson
Banana,110,2,John Smith,Mary Page
Grape,123,1.72,John Smith,Krystal Marshall
Pear,94,1.16,John Smith,Margaret Brown
Apple,139,2.12,John Smith,Pauline Simitian
Orange,93,,John Smith,Jan Dean
Banana,95,2.7,John Smith,Esther Boulds
Grape,109,1.31,John Smith,Farrah Dunmore
Pear,88,2.82,John Smith,Carla Epley
Apple,74,2.92,John Smith,Helen Dora
Orange,113,1.06,John Smith,Sergio Herrera
Banana,57,,John Smith,Lamar Holt
Grape,,2.53,John Smith,Thelma Robertson
Pear,112,2.06,John Smith,Justin Haifley
Apple,,1.63,John Smith,Sarah Yawn
Orange,76,2.5,John Smith,Keith James
Banana,135,,John Smith,William Lowe
Grape,,2.04,John Smith,Bonnie Rhoades
Pear,61,,John Smith,Eric Laporte
Apple,143,1.22,John Smith,Edward Lawrence
Orange,61,2.94,John Smith,Eleanor Brice
Banana,62,1.81,John Smith,Naomi Croteau
Grape,107,1.21,John Smith,Lawrence Aguilar
Pear,,,John Smith,Jeff Lesueur
Apple,58,2.69,John Smith,Matthew Smith
Orange,81,2.9,John Smith,Heather Poteat
Banana,93,2.71,John Smith,Deborah Truong
Grape,91,1.42,John Smith,Todd Cunningham
Pear,,2.11,John Smith,Minnie Mackie
Apple,129,2.08,John Smith,David Harris
Orange,95,2.94,John Smith,Winnie Everett
Banana,53,1.59,John Smith,Daniel Myers
Grape,146,2.08,John Smith,Alex Spiker
Pear,64,2.14,John Smith,Kevin Derry
Apple,104,,John Smith,Stephen Warden
Orange,135,2.79,John Smith,Mary Kester
Banana,52,1.74,John Smith,Douglas Michna
Grape,91,1.98,John Smith,Juan Sloan
Pear,133,2.94,John Smith,Henry Harten
Apple,127,1.39,John Smith,Larry Huerta
Orange,108,2.7,John Smith,Joe Gallegos
Banana,138,1.89,John Smith,Lauren Bozych
Grape,,2.8,John Smith,Connie Tilley
Pear,90,1.88,John Smith,Carl Richmond
Apple,101,1.99,John Smith,Candace Suarez
Orange,76,1.77,John Smith,Ronny Berthelette
Banana,116,1.97,John Smith,Barry Hightower
Grape,,2.57,John Smith,Richard Mckinney
Pear,122,2.01,John Smith,Thomas Fleck
Apple,110,2.85,John Smith,Louis Gardner
Orange,90,2.16,John Smith,James Mann
Banana,94,1.47,John Smith,Sandra Stevenson
Grape,,1.97,John Smith,James Moscicki
Pear,137,2.25,John Smith,Brian Osborn
Apple,,2.95,John Smith,Harry Carter
Orange,115,1.01,John Smith,Cori Butcher
Banana,,2.89,John Smith,William Park
Grape,103,2.5,John Smith,Matthew Tucker
Pear,97,1.24,John Smith,Eleanor Strickland
Apple,,2,John Smith,Laurie Jackson
Orange,,1.18,John Smith,Brittany Nitcher
Banana,77,2.35,John Smith,Rufus Collins
Grape,96,2.71,John Smith,Brian Pavlas
Pear,87,2.32,John Smith,Russell Brunton
Apple,,2.01,John Smith,George Blair
Orange,94,,John Smith,Amanda Pinkett
Banana,62,2.59,John Smith,Mary Riley
Grape,128,2.34,John Smith,Pearl Fuller
Pear,140,2.11,John Smith,Richard Gamble
Apple,52,1.74,John Smith,Shanna Kelly
Orange,,1.87,John Smith,Minnie Daws
Banana,128,2.46,John Smith,Evan Hines
Grape,70,1.32,John Smith,Maria Franklin
Pear,,2.23,John Smith,Manuel Jamieson
Apple,,1.7,John Smith,Elsie Harrison
Orange,112,2.56,John Smith,Joseph Christensen
Banana,100,1.85,John Smith,Ofelia Magos
Grape,139,1.28,John Smith,Adela Maxwell
Pear,94,2.69,John Smith,Linda Azulay
Apple,143,1.84,John Smith,Clarence Bernice
Orange,91,2.61,John Smith,Trinidad Massie
Banana,,2.08,John Smith,Julie Shaw
Grape,54,2.56,John Smith,Alexis Hardin
Pear,73,2.81,John Smith,Norma James
Apple,67,1.87,John Smith,Allen Boyle
Orange,116,2.64,John Smith,Ruth Flores
Banana,133,1.43,John Smith,Linda Gomez
Grape,,2.15,John Smith,Catherine Ameduri
Pear,,2.1,John Smith,Felicitas Polanco
Apple,141,2.71,John Smith,Joseph Lindsey
Orange,141,2.34,John Smith,Johnny Frech
Banana,72,1.85,John Smith,Alfred Meyer
Grape,69,2.86,John Smith,Dorothy Cowels
Pear,51,2.67,John Smith,Jessie Iverson
Apple,123,2.34,John Smith,Edward Moffett
Orange,144,2.06,John Smith,Ian Rivera
Banana,,1.8,John Smith,Allen Mccaslin
Grape,58,1.38,John Smith,Norma Mcintyre
Pear,71,1.99,John Smith,Terry Benshoof
Apple,113,2.47,John Smith,John Johnson
Orange,84,2.31,John Smith,Mark Yasso
Banana,95,2.06,John Smith,George Gay
Grape,,1.61,John Smith,Diane Butler
Pear,,1.58,John Smith,Mary Hardy
Apple,139,1.03,John Smith,Loren Campbell
Orange,149,2.99,John Smith,Samantha Davies
Banana,81,1.58,John Smith,Carolyn Sullivan
Grape,133,1.63,John Smith,Brian Newman
Pear,140,,John Smith,Jane Lu
Apple,128,1.8,John Smith,Dennis Santiago
Orange,140,1.44,John Smith,Tracy Caceres
Banana,96,1.61,John Smith,Robert Hambrick
Grape,53,1.23,John Smith,Kenneth Bowman
Pear,51,2.63,John Smith,Rita Caya
Apple,82,1.23,John Smith,Tabitha Smith
Orange,102,,John Smith,Kathleen Cox
Banana,63,1.67,John Smith,David Meeks
Grape,64,2.84,John Smith,Philip Mcclaughry
Pear,131,2.24,John Smith,Barbara Stark
Apple,,,John Smith,Barbara Morel
Orange,60,,John Smith,Jennifer Jennings
Banana,144,1.53,John Smith,Tony Smith
Grape,96,1.12,John Smith,Raymond Stevens
Pear,106,1.93,John Smith,Melissa Patterson
Apple,89,2.63,John Smith,Susan Baughman
Orange,88,1.43,John Smith,Antonio Thompson
Banana,115,1.16,John Smith,Andrew Campbell
Grape,,1.08,John Smith,Ann Fernandez
Pear,103,,John Smith,Sarah Powel
Apple,148,,John Smith,Andrea Cox
Orange,99,1.05,John Smith,Margaret Milliken
Banana,52,2.95,John Smith,Wendy Jones
Grape,112,1.3,John Smith,Tammie Walston
Pear,101,1.69,John Smith,Jamie Christian
Apple,87,2.48,John Smith,John Fillers
Orange,125,2.92,John Smith,John White
Banana,71,2.45,John Smith,Julian Mackey
Grape,,1.15,John Smith,Billy James
Pear,55,2.37,John Smith,Thomas Jones
Apple,75,,John Smith,Margaret Conti
Orange,129,,John Smith,Cecil Lawrence
Banana,113,2.55,John Smith,Patricia Kath
Grape,,2.84,John Smith,Barbara Perry
Pear,92,1.79,John Smith,Loretta Laguire
Apple,,1.99,John Smith,Carol Harris
Orange,130,2.68,John Smith,John Valentino
Banana,67,1.67,John Smith,Vincent Tinsley
Grape,98,2.21,John Smith,Ina Reese
Pear,96,1.34,John Smith,Michael Bullock
Apple,55,2.77,John Smith,Shirley Fields
Orange,69,2.34,John Smith,Loretta Reyes
Banana,119,2.71,John Smith,John White
Grape,72,,John Smith,Trisha Goff
Pear,121,1.06,John Smith,Lynne Womack
Apple,115,1.77,John Smith,Johanna Johnson
Orange,133,1.73,John Smith,John Staggers
Banana,99,1.7,John Smith,Max King
Grape,,2.89,John Smith,Joan Nelson
Pear,54,2.35,John Smith,Margaret Weist
Apple,85,1.44,John Smith,Victor Roberts
Orange,103,1.54,John Smith,Stephen Worley
Banana,139,2.47,John Smith,Victoria Shirley
Grape,60,1.07,John Smith,Margarita Hernandez
Pear,,2.79,John Smith,Samantha Eason
Apple,128,1.2,John Smith,Laurel Garcia
Orange,64,2.68,John Smith,Shayla Perales
Banana,101,2.22,John Smith,Cleo Denning
Grape,119,1.4,John Smith,Grover Reinke
Pear,63,2.93,John Smith,Latashia Nason
Apple,58,2.69,John Smith,Margarita Haney
Orange,,1.25,John Smith,Jeremy Gould
Banana,69,1.62,John Smith,Gregory Cribbs
Grape,,2.7,John Smith,Gretchen Schmid
Pear,126,2.14,John Smith,Warren Albert
Apple,91,,John Smith,Dale Brock
Orange,136,1.58,John Smith,Christina Burroughs
Banana,53,1.71,John Smith,Kenneth Story
Grape,,2.76,John Smith,Irma Kam
Pear,103,,John Smith,Corey Williamson
Apple,78,2.02,John Smith,Jimmy Wright
Orange,,2.56,John Smith,Tasha Coulston
Banana,134,2.45,John Smith,Cheryl Santi
Grape,,2.14,John Smith,Rex Blake
Pear,,2.04,John Smith,Maureen Obermiller
Apple,,1.22,John Smith,Kathy Levin
Orange,109,2.73,John Smith,Loretta Lemelin
Banana,146,2.15,John Smith,Brittany Orlowski
Grape,117,2.5,John Smith,Jason Kearsley
Pear,83,1.51,John Smith,Travis Wallace
Apple,,2.15,John Smith,Steven Echols
Orange,51,,John Smith,Frank Buckley
Banana,146,1.37,John Smith,Mary Frazier
Grape,58,1.64,John Smith,Opal Hang
Pear,120,2.18,John Smith,Michelle Tong
Apple,56,1.85,John Smith,John Kramer
Orange,102,1.88,John Smith,Melvin Henry
Banana,57,2.59,John Smith,Robert Meyer
Grape,119,2.44,John Smith,Carolyn Spillman
Pear,74,2.62,John Smith,Terry Sao
Apple,80,1.86,John Smith,Antione Waters
Orange,140,1.67,John Smith,Richard Ware
Banana,112,2.69,John Smith,Nellie Cote
Grape,56,2.87,John Smith,Samuel Asencio
Pear,118,2.54,John Smith,Samuel Smith
Apple,132,2.49,John Smith,Charles Rhodes
Orange,81,1.28,John Smith,Gladys Hernandez
Banana,107,2.23,John Smith,Mary Mccabe
Grape,93,2.26,John Smith,Margaret Cross
Pear,90,1.79,John Smith,Alvina Napier
Apple,74,1.92,John Smith,Robert Pratt
Orange,,2.01,John Smith,Jennifer Busher
Banana,116,2.42,John Smith,William Field
Grape,94,1.47,John Smith,Vernon Carter
Pear,57,1.49,John Smith,Linda Martens
Apple,129,1.84,John Smith,Leon Kerr
Orange,77,2.71,John Smith,Kerry White
Banana,147,2.66,John Smith,Stephanie Davis
Grape,,2.83,John Smith,Lucas Snedegar
Pear,105,1.87,John Smith,Gisela Rodriguez
Apple,,2.25,John Smith,Catherine Mezick
Orange,128,2.66,John Smith,Margaret Williams
Banana,,1.58,John Smith,Sabrina Mclain
Grape,129,2.79,John Smith,Felicia Castro
Pear,120,2.35,John Smith,William Stanley
Apple,136,,John Smith,Josephine James
Orange,122,1.18,John Smith,Kevin Crocker
Banana,,2.93,John Smith,John Wright
Grape,57,,John Smith,Lora Lovick
Pear,61,1.95,John Smith,Myrtle Lawrence
Apple,,2.71,John Smith,Tammy Tingley
Orange,92,1.66,John Smith,Anthony Haislip
Banana,59,,John Smith,Cody Fugitt
Grape,98,1.47,John Smith,John Desantis
Pear,115,2.5,John Smith,Adriana Wilson
Apple,140,2,John Smith,James Mcilvaine
Orange,,1.44,John Smith,Virginia Nuuanu
Banana,136,1.35,John Smith,Hugh Knight
Grape,111,1.01,John Smith,Thomas Brinda
Pear,133,1.98,John Smith,Willie Hill
Apple,105,2.97,John Smith,Marsha Watley
Orange,61,2.37,John Smith,Justin Nowlin
Banana,130,2.48,John Smith,Vernell Seys
Grape,79,2.71,John Smith,William Khoury
Pear,91,1.56,John Smith,Marjorie Tomopoulos
Apple,71,1.25,John Smith,Kimberly Klett
Orange,101,1.64,John Smith,Frederica Potts
Banana,,1.54,John Smith,James Hatfield
Grape,122,2.58,John Smith,Dollie Smalls
Pear,,1.44,John Smith,Billie Whitlock
Apple,141,2.39,John Smith,Lisa Wiltberger
Orange,,2.43,John Smith,Jeff Rainbolt
Banana,99,2.23,John Smith,Douglas Leggett
Grape,,2.62,John Smith,Elmer Bunker
Pear,82,,John Smith,Kirsten Yerian
Apple,52,1.17,John Smith,Jeanette Morgan
Orange,116,1.55,John Smith,Claire Brokaw
Banana,81,,John Smith,Helen Bradney
Grape,84,2.59,John Smith,Lisa Rivera
Pear,130,2.74,John Smith,Marilyn Gorman
Apple,94,2.22,John Smith,Linda Davanzo
Orange,104,1.21,John Smith,Joann Ruiz
Banana,60,1.89,John Smith,Frances Dawson
Grape,116,,John Smith,Idella Coon
Pear,145,1.95,John Smith,Phillip Conger
Apple,87,,John Smith,Sterling West
Orange,82,2.71,John Smith,Joel Heath
Banana,126,1.34,John Smith,Eileen Bellomy
Grape,79,2.05,John Smith,Christopher Tomlinson
Pear,56,2.24,John Smith,Donald Bennett
Apple,,1.8,John Smith,Justin Wright
Orange,83,1.67,John Smith,William Nadeau
Banana,,2.25,John Smith,Tim Ledbetter
Grape,,1,John Smith,Huey Evans
Pear,,1.24,John Smith,Lori Brown
Apple,104,2.96,John Smith,Allen Haigh
Orange,130,2.09,John Smith,Michael Yamamoto
Banana,101,1.19,John Smith,Ciara Wilkins
Grape,118,,John Smith,Barbara Jensen
Pear,,2.01,John Smith,John Barfield
Apple,59,1.56,John Smith,Juanita Challis
Orange,139,2.17,John Smith,Jeanette Garcia
Banana,107,,John Smith,Joseph Jackson
Grape,50,1.93,John Smith,Patrick Marrero
Pear,,1.52,John Smith,Caleb Hendricks
Apple,52,1.86,John Smith,Martha Rector
Orange,,1.53,John Smith,Jessica Beck
Banana,74,2.53,John Smith,Martha Bray
Grape,113,1.57,John Smith,Dolores Wilson
Pear,62,2.32,John Smith,Rachel Coleman
Apple,106,1.11,John Smith,Ethel Mitchell
Orange,109,1.97,John Smith,Mildred Belanger
Banana,83,2.58,John Smith,Blake Morris
Grape,133,2.46,John Smith,Stephen Shipman
Pear,75,1.41,John Smith,Andrew Fontenot
Apple,71,1.09,John Smith,Marcia Winters
Orange,111,1.68,John Smith,Mary Puckett
Banana,65,2,John Smith,Patricia Bowen
Grape,,1.94,John Smith,Vanessa Burns
Pear,100,1.72,John Smith,James Garrett
Apple,,2.83,John Smith,Iva Smith
Orange,,1.53,John Smith,Elizabeth Jeansonne
Banana,134,2.78,John Smith,Jack Clark
Grape,51,1.92,John Smith,Michael Smith
Pear,,2.64,John Smith,Ruth Simpson
Apple,87,1.72,John Smith,Susan Cassem
Orange,,2.1,John Smith,Glenda Gutierrez
Banana,110,1.8,John Smith,Shannon He
Grape,119,2.59,John Smith,Maurice Crump
Pear,68,2.44,John Smith,Cynthia Martinez
Apple,70,1.51,John Smith,Frank Stockton
Orange,76,2.28,John Smith,Wesley Cupp
Banana,71,1.52,John Smith,Brandy Williams
Grape,,1.11,John Smith,Heath Skaggs
Pear,106,1.13,John Smith,Edwin Lotz
Apple,101,1.44,John Smith,Christopher Whitt
Orange,55,1.43,John Smith,Melissa Campos
Banana,108,2.07,John Smith,Woodrow Whitenton
Grape,,2.11,John Smith,Karl Gutierrez
Pear,71,2.79,John Smith,Alicia Norris
Apple,79,,John Smith,Paul Searles
Orange,84,2.57,John Smith,Alvin Love
Banana,,2.65,John Smith,Zachary Marsh
Grape,99,1.61,John Smith,Judith Parrish
Pear,68,2.09,John Smith,Odell Asencio
Apple,87,,John Smith,Gail Davis
Orange,112,2.42,John Smith,Allison Hull
Banana,96,1.12,John Smith,Walter Wiker
Grape,123,1.54,John Smith,Migdalia Graham
Pear,81,1.2,John Smith,Sheila Caulfield
Apple,137,2.05,John Smith,Terry White
Orange,123,1.89,John Smith,Jack Price
Banana,88,2.03,John Smith,Courtney Laughlin
Grape,111,2.59,John Smith,Barbara Flax
Pear,111,1.99,John Smith,Violet Argueta
Apple,,1.36,John Smith,Robert Shore
Orange,,2.76,John Smith,Robert Knott
Banana,51,2.53,John Smith,Della Giles
Grape,105,2.28,John Smith,Karen Mccrae
Pear,69,1.46,John Smith,Moises Brown
Apple,99,1.31,John Smith,Leroy Phillips
Orange,62,1.52,John Smith,Angela Gomez
Banana,,2.15,John Smith,Esther Snell
Grape,123,2.27,John Smith,Amy Heaps
Pear,63,1.45,John Smith,Alfred Barrow
Apple,106,1.24,John Smith,Jose Santana
Orange,73,2.33,John Smith,Robert Mendoza
Banana,140,2.63,John Smith,Rory Burkhart
Grape,134,1.53,John Smith,Bernadette Neuhaus
Pear,53,2.69,John Smith,Alice Schwendinger
Apple,66,2.81,John Smith,Martha Hinson
Orange,88,1.58,John Smith,Sean Harding
Banana,122,1.59,John Smith,Frances Boyter
Grape,107,1.68,John Smith,Dana Melara
Pear,73,1.05,John Smith,Dora Joseph
Apple,106,1.42,John Smith,Minnie Guyer
Orange,137,2.37,John Smith,Peter Parks
Banana,58,2.8,John Smith,Eric Maisonet
Grape,130,1.32,John Smith,Imogene Lamont
Pear,96,1.34,John Smith,Randolph Ruggiero
Apple,116,2.01,John Smith,John Holst
Orange,,1.77,John Smith,Jody Woodie
Banana,71,1.47,John Smith,Odette Spruiell
Grape,,1.14,John Smith,David Munoz
Pear,71,1.78,John Smith,Vera Firman
Apple,125,2.94,John Smith,James Payne
Orange,,1.84,John Smith,Richard Sawyer
Banana,102,2.43,John Smith,Shirley Nichols
Grape,138,2.56,John Smith,Martin Yates
Pear,87,2.18,John Smith,Mark Craig
Apple,64,,John Smith,Irma Gould
Orange,75,1.71,John Smith,Paula Maddox
Banana,,2.8,John Smith,Russell Young
Grape,122,1.67,John Smith,Donald Bock
Pear,61,1.29,John Smith,Nathaniel Hembree
Apple,,1.28,John Smith,Mary Camano
Orange,110,1.51,John Smith,Paula Mashburn
Banana,83,1.77,John Smith,Andre Carrillo
Grape,98,2.51,John Smith,Tobias Hernandez
Pear,78,2.62,John Smith,Charles Bulmer
Apple,,1.66,John Smith,Rose Henline
Orange,137,1,John Smith,Austin Patton
Banana,118,2.38,John Smith,Chad Spraggins
Grape,61,,John Smith,Juan Kozyra
Pear,,1.88,John Smith,Sharon Noah
Apple,50,2.11,John Smith,Charles Bevins
Orange,,2.32,John Smith,John Holt
Banana,106,,John Smith,Judith Johnson
Grape,,,John Smith,Maria Weeks
Pear,137,2.33,John Smith,Wilbur Ferree
Apple,110,,John Smith,Dolores Thomason
Orange,104,1.91,John Smith,Michael Blankenship
Banana,145,1.17,John Smith,Melissa Cardona
Grape,137,1.01,John Smith,Teresa Johnson
Pear,133,2.42,John Smith,Carie Schlesser
Apple,,,John Smith,Jacqueline Lewis
Orange,118,2.64,John Smith,Frederick Mills
Banana,132,1.11,John Smith,Terry Nitti
Grape,68,1.2,John Smith,Evelyn Bay
Pear,95,,John Smith,Patricia Degrate
Apple,,2.28,John Smith,Candice Romero
Orange,,1.98,John Smith,Julie White
Banana,53,1.67,John Smith,Danny Millett
Grape,137,1.82,John Smith,Juan Orozco
Pear,,2.61,John Smith,Edward Cyr
Apple,82,2.83,John Smith,Donald Mcadams
Orange,70,2.04,John Smith,Leroy Polowy
Banana,,2.95,John Smith,Mike Hodgkins
Grape,,1.31,John Smith,Wanda Lewis
Pear,,2.06,John Smith,Sidney Barnes
Apple,,1.5,John Smith,Ruth Salais
Orange,73,1.93,John Smith,Nancy Howard
Banana,80,2.49,John Smith,Geraldine Gomez
Grape,131,,John Smith,Daniel Keys
Pear,139,2.51,John Smith,Cindy Chavez
Apple,87,2.76,John Smith,Brenda Boyce
Orange,,2.89,John Smith,Jenny Rodriguez
Banana,,,John Smith,Nicki Morris
Grape,83,1.53,John Smith,Aaron Marshall
Pear,62,2.66,John Smith,Mary Silva
Apple,,2.62,John Smith,Alice Woodward
Orange,52,2.92,John Smith,Shawn Gonzales
Banana,,1.67,John Smith,Jose Padgett
Grape,102,2.68,John Smith,Justin Highley
Pear,53,2.55,John Smith,James Small
Apple,142,1.54,John Smith,Karen Allen
Orange,78,1.33,John Smith,Fred Appel
Banana,73,3,John Smith,Gary Kubie
Grape,,1.62,John Smith,Leona Quintero
Pear,84,,John Smith,Floyd Kaufman
Apple,143,2.45,John Smith,Jessica Kopka
Orange,125,1.74,John Smith,Bobby Holmes
Banana,136,1.2,John Smith,Hazel Stallworth
Grape,83,2.45,John Smith,Lynn Offerdahl
Pear,,,John Smith,Angel Wiley
Apple,117,2.95,John Smith,Maria Sharp
Orange,138,1.59,John Smith,John Jungling
Banana,113,2.52,John Smith,Carey Oszust
Grape,57,1.61,John Smith,Edna Cannon
Pear,84,1.13,John Smith,Cathy Bennerson
Apple,130,2.54,John Smith,Kyle Veile
Orange,,2.59,John Smith,Mary Halfmann
Banana,125,1.74,John Smith,Michael Butler
Grape,119,1.97,John Smith,Patricia Porter
Pear,103,1.89,John Smith,Maude Emmi
Apple,,1.41,John Smith,Debbie Lasher
Orange,148,1.53,John Smith,Michael Scarborough
Banana,128,1.62,John Smith,Janice Corpuz
Grape,82,1.69,John Smith,Reggie Peralta
Pear,,,John Smith,James Haycook
Apple,74,2.94,John Smith,Glenda Stella
Orange,,2.84,John Smith,Kevin Pokswinski
Banana,84,,John Smith,Thomas White
Grape,,,John Smith,Jesse Failor
Pear,53,1.51,John Smith,Mary Norris
Apple,105,2.75,John Smith,Norman Cummings
Orange,,1.59,John Smith,Gary Hope
Banana,65,1.81,John Smith,Jan Gadson
Grape,,1.07,John Smith,Keith Perez
Pear,139,1.5,John Smith,James Jones
Apple,108,2.78,John Smith,Margaret Harvey
Orange,149,2.5,John Smith,Kathleen Fried
Banana,143,1.23,John Smith,Eric Johnson
Grape,120,2.57,John Smith,Michael Reuter
Pear,131,1.9,John Smith,Gordon Wilson
Apple,124,1.93,John Smith,Fannie Mann
Orange,,2.7,John Smith,Lawrence Lawson
Banana,,2.51,John Smith,Jane Bennett
Grape,105,2.16,John Smith,Gloria Gutman
Pear,79,,John Smith,Hope Sylvia
Apple,84,2.16,John Smith,Karla Rehrig
Orange,91,2.17,John Smith,Estelle Martin
Banana,54,2.59,John Smith,James Zanes
Grape,89,2.31,John Smith,Dallas Debuhr
Pear,110,1.84,John Smith,John Trainer
Apple,70,2.06,John Smith,John Lam
Orange,54,1.03,John Smith,Anthony Blackwell
Banana,99,2.32,John Smith,Estella Aldred
Grape,124,2.66,John Smith,Dennis Rodriguez
Pear,134,2.75,John Smith,Lois Smykowski
Apple,80,1.52,John Smith,Kathleen Mccoy
Orange,75,1.12,John Smith,Reuben Sisto
Banana,93,1.54,John Smith,Carlee Morris
Grape,109,2.69,John Smith,Caitlin Payne
Pear,126,1.37,John Smith,Marylin Riley
Apple,142,2.29,John Smith,Henry Conway
Orange,118,2.57,John Smith,Hubert Legore
Banana,76,2.87,John Smith,Susan Davis
Grape,53,2.37,John Smith,Quinton Fleming
Pear,135,2.86,John Smith,Mary Nelson
Apple,,2.5,John Smith,Barbara Saddler
Orange,120,1.29,John Smith,Denna Nicks
Banana,74,1.51,John Smith,Cedric Hinesley
Grape,105,2.36,John Smith,Johnny Mcneely
Pear,54,2.59,John Smith,Stephen Mccary
Apple,66,2.14,John Smith,David Sadler
Orange,,,John Smith,Laura Quintana
Banana,,2.56,John Smith,Darrell Vandekieft
Grape,136,2.03,John Smith,Sanda Wayne
Pear,134,2.36,John Smith,Forrest Bernhard
Apple,123,1.39,John Smith,Kelly Malinsky
